iso3,adm0_name,river_flood_gmean,coastal_flood_gmean,storm_gmean,drought_gmean,heatwave_gmean,extreme_heat_gmean,fire_gmean,sand_dust_gmean,air_pollution_gmean,malaria_gmean
TCD,Chad,5.18930372604843,1.0,1.0,8.464760349443164,3.861447665124711,9.523960102989884,5.94317651197226,6.361215271999933,9.238988888507697,4.56261644878329
SYC,Seychelles,1.0,1.0,1.0,1.0,1.9047421561424545,1.0,1.0,1.0,1.8322540508313114,1.0
SYR,Syrian Arab Republic,3.4251712839836124,1.835506116659156,1.0,4.375883623564086,7.274619885693479,8.690755532777793,5.7485348546523705,5.584568861823761,9.178776832843944,1.0
THA,Thailand,7.783732566741633,2.434483496899399,6.703218850974274,6.442172436565429,4.760173033827225,8.67259976435854,3.469553496764594,2.242463564191861,9.103250011086475,3.552601504254379
TJK,Tajikistan,3.025832085165809,1.0,1.0,9.366031621978102,5.127194007897403,6.517351618281766,2.3766925474472402,3.671214625100207,8.897294387061486,1.4612193701250975
TON,Tonga,1.0,1.0,7.752010511057654,1.0,1.9118820676074397,1.0,1.0,1.0,1.998467661745228,1.0
TTO,Trinidad and Tobago,1.0,1.4391447456763586,8.485019491565854,1.9337781115964099,2.0120376730244898,1.0,1.884708256014135,1.0,7.789182669087533,1.0
TKM,Turkmenistan,7.330599195227768,2.077549297534433,1.0,9.023594291459851,4.06962909069455,9.023631064958568,2.896982004450459,5.455336273559833,8.725595072256562,1.4697874898182557
TLS,Timor-Leste,1.531439969147247,1.8020127747989125,8.554832729804064,3.683820371097006,2.0334905771136063,1.0,2.8770055840971156,1.0,7.781891574732223,4.295040906594195
TUV,Tuvalu,1.0,1.0,5.677370720286002,1.0,1.6194325943241294,1.0,1.0,1.0,1.0,1.0
TUN,Tunisia,2.8920976088353125,3.17798159718327,1.0,5.707884804066349,7.197944452233753,7.6651179350200636,3.050309547534821,6.097715152323468,7.809714511826751,1.0
TUR,Republic of Türkiye,2.973676627686122,2.2894970645019557,1.0,5.9461900055627,7.0040837107069835,5.647426032655819,4.530801682333257,3.543677013369659,9.365786911141141,1.0
URY,Uruguay,3.280358349839555,1.7401743635879336,1.0,7.258827378644174,1.9845057582002952,1.0,5.790462639907759,1.0,7.691324612200808,1.0
UKR,Ukraine,3.8037254174375725,2.252708197891021,1.0,8.032629472656158,10.0,1.0,3.4636058599454786,2.1698342734229676,8.937911201819803,1.0
UGA,Uganda,2.361822418492853,1.0,1.0,4.886245076964793,4.950751928878703,3.823976729685741,4.920589238168106,1.9845405360225974,9.437064383813762,3.1471266401662223
TZA,United Republic of Tanzania,2.6928264098311665,2.127028302899216,2.0227095280578595,5.065250039029493,4.904815402041892,2.6970377481936794,5.089736633652332,2.7171661145498067,9.375129653107198,3.1626022405325402
UZB,Uzbekistan,4.700796297281262,1.0,1.0,9.956046484181602,4.621727683007926,9.00784271211592,2.9926245303266734,3.707684447143004,9.303630074164177,1.3347218274950767
VAT,Holy See,1.0,1.0,1.0,1.0,2.2045979972345746,1.0,1.0,1.0,3.16280364648609,1.0
VEN,Venezuela,3.7294703769814257,2.5154098733304844,7.6452136411383185,4.909169624490063,5.361796642004808,5.537076772883798,5.148243226838674,2.6311490549312015,8.969720841662173,6.561039418271507
VCT,Saint Vincent and the Grenadines,1.0,1.0,7.572965688108444,1.0,1.8999920556768932,1.0,1.0,1.0,4.866542785854948,1.0
VNM,Viet Nam,9.119243942334295,10.0,9.914049816145603,8.374630232084169,4.368834020828212,7.11100189389809,3.6211816989304557,2.701003721972544,8.950207212282132,2.666048506503259
VUT,Vanuatu,1.0,2.642765538303543,8.189548073374093,3.843184087975064,2.334423836651651,1.0,1.6353407472637993,1.0,4.946693310393108,5.699978466522226
WSM,Samoa,1.0,1.0,8.002080966605247,3.7707860019651425,1.953151500330588,1.0,3.0013056999833254,1.0,1.9879822353658476,1.0
YEM,Yemen,2.8454127884540847,2.406163543381542,3.4172589288016226,3.8463191643213723,4.87198722391624,5.538198216877153,2.556063984772763,8.715661969832643,9.275321697272249,4.833675900464028
ZAF,South Africa,2.4655270314651485,2.123107253522166,4.1246289038933,4.81221098769436,7.306104894166552,3.6506791851606133,6.545733773598382,3.1432190965330893,9.19191226664642,2.09238308518656
ZWE,Zimbabwe,2.3207421530431596,1.0,2.532558398652572,6.5293574858789505,5.579227205872736,4.808846758588746,6.746355063205008,2.5952570785658633,9.139155323847264,3.0803328698576564
ZMB,Zambia,2.7353026007511296,1.0,1.0,5.101648299531589,4.716821720765886,4.213678900930657,7.5770101141873845,2.115463023588121,9.169472024036585,3.095608592660083
RUS,Russian Federation,3.9978509381894947,2.4008853872085965,2.7612764237402905,6.907815179746834,8.430356127925178,2.6370570226157835,3.6701029685141915,2.641908219345469,9.428427127863038,1.0
USA,United States of America,3.8557893660585316,3.2386552825718686,7.192007128290793,6.626805007130766,6.7697498678791925,5.6531622667971595,4.173826528884021,3.2123578266384936,9.801470114057855,1.0
