iso3,adm0_name,air_pollution_absolute,air_pollution_relative,agricultural_drought_absolute,agricultural_drought_relative,drought_spi_absolute,drought_spi_relative,drought_spei_absolute,drought_spei_relative,coastal_flood_absolute,coastal_flood_relative,extreme_heat_absolute,extreme_heat_relative,fire_frequency_absolute,fire_frequency_relative,fire_FRP_absolute,fire_FRP_relative,heatwave_duration_absolute,heatwave_duration_relative,heatwave_frequency_absolute,heatwave_frequency_relative,heatwave_severity_absolute,heatwave_severity_relative,river_flood_absolute,river_flood_relative,tropical_storm_absolute,tropical_storm_relative,sand_dust_absolute,sand_dust_relative,vectorborne_malariapf_absolute,vectorborne_malariapf_relative,vectorborne_malariapv_absolute,vectorborne_malariapv_relative
NOR,Norway,6.918370811501255,8.806689823766757,5.750793372699994,2.2246492570976213,6.987108855262452,9.6855723038147,6.499757466015399,5.062641554816196,4.796605601126803,1.2662881773369823,1.0,1.0,3.32841950839683,1.0,4.347088762680254,1.0,6.2746992352154205,3.69429002273369,6.718567796776562,5.615822827505253,6.586569633909344,5.5352757669387245,5.019938335156368,1.5771124247610913,1.0,1.0,2.841770758844128,1.0,1.0,1.0,1.0,1.0
OMN,Oman,7.026509628743295,7.545730378612369,6.039492515729284,2.3676929499382977,1.0,1.0,2.0886517865392005,1.0,4.87230878110212,1.0,7.085267020754467,8.172154059176007,4.612727777286052,1.0,5.768323523881138,1.524676329806026,5.238007797871017,1.3171402991374102,6.472244335085853,3.2254660728535582,3.395049483810805,1.0,5.774316235089678,2.4990910683981338,7.436155258863757,7.3682156876189335,8.278197670610494,9.778275335185917,1.4249200499129904,1.0,1.0299499244457255,1.0
PAK,Pakistan,10.0,9.995621780207829,9.789648794426036,7.017860519308286,9.641183961159983,5.772907509802529,9.97894175557376,9.07771768516127,5.841883107814445,1.0,9.974053589062539,9.016652861873746,8.674366270988187,1.2180540630658552,8.59354196842884,1.0652613644614346,9.725395743831012,5.969717583365217,8.826672215207964,1.952940393011502,6.236697053387418,1.0,9.520672737494134,7.028900428788758,9.156003418782001,2.7700897295132587,10.0,2.5952530371473745,9.221401003773599,3.7391951084957595,9.867471379473184,8.556264477765529
PHL,Philippines,9.22499786951899,8.017233361785413,8.646019779837577,3.8316999922465995,9.10287171704092,6.802121395466952,9.092759456291578,6.711350841949605,8.26068021317208,2.776694656434089,8.001239963848558,1.9953102189631862,7.600952831274997,1.060214222043029,8.161647997687865,1.2962585692938235,8.997825387607726,5.529054868247807,9.024000957524457,4.792979843018568,1.0,1.0,8.177125602932874,3.099521037434687,9.470884599730113,9.964123329640294,5.168830863328353,1.0,6.78950767117597,1.0869557819250402,6.723063830948675,1.0687184787089166
PNG,Papua New Guinea,7.7794132850022955,8.883130829473043,5.947052005340634,1.3878358736567706,7.166036653371247,4.019092785926992,7.221469489518952,4.295316404159719,5.549994646855632,1.0,3.075014765689435,1.0,6.381228556156335,1.4929559098599143,5.917632363035549,1.0702032831192312,7.147585804169125,3.7472888983538906,7.486992857532679,4.9163993371893335,4.429610513995655,1.0,6.012532932442255,1.7268841470726848,7.043113782237674,2.117653527927359,1.0,1.0,7.753942547304343,9.428759944146393,7.825334459985353,10.0
POL,Poland,8.261736026065272,9.943269033935385,7.723272190477058,4.861962975971081,8.239417299527663,9.638995516920508,7.013540093824998,2.2388042551506775,5.430462325317258,1.0,1.0,1.0,5.737968437856454,1.0,6.47614815833429,1.1024726182920757,7.082064676147313,2.2968558156365835,8.23817744650908,7.581385931766336,7.680125079804146,4.39192929832701,6.1834264069686995,1.4524118798210923,1.0,1.0,2.5999538120238257,1.0,1.0,1.0,1.0,1.0
PRK,Democratic People's Republic of Korea,8.091889699448373,9.05018663456438,7.071179999823659,2.608154870601418,6.208461872171078,1.361013768721785,5.076651289228492,1.0,6.500298025925819,1.9048913325049532,1.0,1.0,5.927305220133311,1.0,7.354082247697974,2.1336913852943304,2.2315866665234023,1.0,7.301755456912939,2.827822793670532,6.548139762684865,1.6396503650925571,6.940901631144477,3.1388626611533823,8.426094039745022,10.0,4.212008209173817,1.0,1.0,1.0,7.741402930242714,6.186617750632562
PRT,Portugal,7.256763442165763,9.543935690457571,6.696428248489978,4.5624952409152595,1.0,1.0,3.703650214311967,1.0,4.204654856860538,1.0,5.164355949694815,1.2568802013824276,6.575064223814962,3.176072398010904,7.682974692795643,9.010038204914894,5.603116766113024,1.5596610741481274,5.672015032396681,1.547267458567601,6.316652923842838,2.905514178595142,4.847111624128871,1.1979356502888403,7.6773936671573235,10.0,3.8016908993999636,1.0,1.0,1.0,1.0,1.0
PSE,State of Palestine,7.581885861201684,9.998606163450223,5.489483576214164,1.2751960827175284,4.86252828559787,1.0489322798678473,4.573994555818064,1.0,1.0,1.0,6.609276695436801,2.9514618014275045,4.680394613277988,1.0,6.070011409917077,1.4001131776807865,7.2358760995838605,5.921614028673284,7.396884542150754,6.313780608543497,7.284737307175689,6.407168161858611,2.237438708435391,1.0,1.0,1.0,6.2651899791149805,1.2806178689967245,1.0,1.0,1.0,1.0
QAT,Qatar,6.180843702117212,5.83196873233904,1.0,1.0,4.163184353712392,1.1314796649680032,1.0,1.0,2.375553161498329,1.0,6.531480611379672,9.341991815311086,3.235906337378171,1.0,2.7738719358241455,1.0,5.011314816839256,1.6936817161212523,6.122516018295834,4.635625334107474,2.04153487679158,1.0,3.6215326789749596,1.0,1.0,1.0,6.930789039725768,5.1958200996081265,1.0,1.0,1.0,1.0
ROU,Romania,7.833882788060228,9.798854752029293,7.724350605764947,8.42304901290823,7.77750260614288,9.061827975231461,7.742055498127348,8.630063856384055,3.293112351903687,1.0,1.0,1.0,5.551465009123662,1.0,6.326672738213913,1.3397656263727347,7.235878820690367,4.23882644219473,7.426418107522561,4.6617440660715195,7.440811498103203,5.525381490605534,6.079033057122405,1.8481667494791014,1.0,1.0,2.887980282465056,1.0,1.0,1.0,1.0,1.0
NZL,New Zealand,6.9237060379776985,8.023830082513372,5.454152567924225,1.654606396732686,5.983789397990134,2.5900141818638036,6.029790826139362,2.713003579119738,3.6116589299531046,1.0,1.0,1.0,5.066737839970717,1.1857419154335296,5.690576644454234,1.6409369341070277,6.183259204294766,3.0738577632411657,6.748996367740344,5.310837173980108,3.2922604686090926,1.0,4.752698465113683,1.2712472961922026,7.500038744326553,10.0,3.054477390520502,1.0,1.0,1.0,1.0,1.0
RWA,Rwanda,8.193395759985897,9.969240720182034,7.991315551585936,7.552870863280354,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.986035619087754,1.0,6.955869981505554,1.5263159461387756,8.24406498146724,10.0,8.37269635047301,10.0,1.0,1.0,4.464686625747731,1.0,1.0,1.0,2.1957279618027044,1.0,8.057016277420296,9.073371013936203,1.0,1.0
SAU,Saudi Arabia,8.421798030437483,9.543357421255834,6.192219911535808,1.190825412413767,7.323413781743158,2.50853581108041,4.121581910372459,1.0,5.586857229118376,1.0,8.389184684738836,9.121739103664755,6.9764656975294415,1.3844490993914667,7.275185415861442,1.526073954396665,8.435308008771585,9.076261728491888,8.589711010936398,9.354690888443134,6.398564109322189,1.2747268806462504,6.660915751460051,1.7908959415283852,1.0,1.0,9.583743866564328,8.103590498283047,4.447105972239063,1.0,1.0,1.0
SDN,Sudan,9.043097888241732,9.827133200126415,8.651490127496977,5.797839311396063,7.955677524761008,2.5891425012445097,7.663593333771644,1.982091162529342,1.7725208705423854,1.0,9.051148423681756,9.938026421277824,7.637913518262165,1.3340784178458567,8.887671029068198,3.1793831094101694,9.024908547296628,8.895532118997744,9.012643331838891,7.242783553062412,7.07649264461922,1.3140184579756762,8.040771565616177,3.9017975065217874,1.0,1.0,10.0,5.9376759587850145,9.038565101940895,10.0,9.037999983690348,10.0
SEN,Senegal,8.35294850003857,9.679565472326814,8.14881483160395,7.3202120188417865,1.0,1.0,6.590788948572598,1.4955666586777672,5.362779288124605,1.0,8.160119291445803,7.432435006981655,7.855959933936898,3.1060130326127267,7.941155839439478,2.8575723666263673,7.081792650165248,2.0798347768027865,7.518984742123144,2.8262416970773057,5.4615959451111165,1.0,6.7024043421771005,1.9874176578386946,1.0,1.0,7.684251484468415,1.6027700234446147,8.356743235661526,10.0,1.0,1.0
SLE,Sierra Leone,7.861059979114014,9.778900266483891,7.591826231147053,6.776212925074875,6.13041893790956,1.531611314083431,6.574671820071256,2.14027268792317,4.586787508732732,1.0,7.605898100915107,6.904328055704633,8.995922445464856,10.0,8.896937261236646,10.0,6.756355227548346,2.442902054783897,7.430162179281617,4.520531314904072,1.0,1.0,5.864715214988605,1.531856885546679,1.0,1.0,4.985157160704427,1.0,7.865011253105008,10.0,1.0,1.0
SLV,El Salvador,7.414915562532105,9.889124157468599,6.663738330197091,3.743699657061112,5.8141278780998125,1.6783739440345302,1.0,1.0,3.9790934499176136,1.0,6.510106994992125,3.1481844283167435,6.739861447750847,3.1941300620848496,5.419742675211909,1.0925364522441767,7.453125115632325,9.821003521747818,7.565775449977415,9.795185731341556,1.0,1.0,4.683178076271515,1.0596612641942629,7.356028543976141,5.080140237820811,1.0,1.0,1.0,1.0,2.938235610273985,1.0
SMR,San Marino,3.5657921986650223,10.0,3.5657921986650223,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.093684455064074,4.986101630732985,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SOM,Somalia,8.353733364237037,8.96106153915654,7.739182685310421,4.043832380573188,6.559533433536924,1.421679452149077,4.597143818281326,1.0,5.311292797436085,1.0,8.042680467232952,5.904068959218006,5.4445249798432265,1.0,7.540116043329167,1.8948456000554783,8.416074545417171,9.119944066232431,8.548120601684847,9.12437804917486,1.0,1.0,7.2671711465383435,3.3258033239331706,7.162709464242689,1.5351736686861726,9.539414433106684,7.946197966368155,8.418227350911714,10.0,8.417755517596495,10.0
SRB,Serbia,7.105676716790107,9.999751465996793,6.852193238299803,7.0694560678897975,6.0758433526754345,2.7799447743524563,5.883630864957837,2.301921212590152,1.0,1.0,1.0,1.0,4.6213768185828155,1.0,4.973849324413779,1.0654948635845254,6.36626735183647,3.67426858548827,7.068542977623069,7.774425824364117,5.1425153000665285,1.3509225502630537,5.7777283865867215,2.8680541300449938,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SSD,South Sudan,8.11792539115182,9.991127682256842,7.464458689632281,4.239815997509183,5.482467197061311,1.068022827865873,5.515468793724522,1.0762816379544657,1.0,1.0,8.102857782352102,9.783474224956572,9.096439791386727,10.0,8.561457489990426,7.672885895864134,8.166503929271974,10.0,8.177636678738011,8.548373132722915,8.03498516893416,8.37163497322821,7.39126578729339,5.714893834689107,1.0,1.0,5.329735786645227,1.0,8.118488074727638,10.0,4.600983992769218,1.0
SVK,Slovakia,7.027288715181383,9.996833098090585,6.653085337882443,6.025757042152608,7.0275156904420975,10.0,6.456773930847792,4.694499892510678,1.0,1.0,1.0,1.0,3.2486414000783435,1.0,5.156565121484528,1.2219403766493797,6.7638235248943115,6.6252810751875435,6.569278843614334,4.572902254057632,6.053638817524627,2.921204575105255,5.637029554206094,2.6887387638787335,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SVN,Slovenia,6.362215983565601,10.0,6.1269103655103585,7.243949178537229,6.317255587162464,9.39373671424479,5.173112834242235,2.3742064732557697,2.5396613399605577,1.0,1.0,1.0,4.233169783589709,1.206356159441968,3.65416810746153,1.0,5.86622532943492,4.947814910423912,6.245557186837051,7.17285916047029,2.5042314456386254,1.0,4.317871288068375,1.5322866232732413,1.0,1.0,2.119039242009579,1.0,1.0,1.0,1.0,1.0
SWE,Sweden,7.419844531460678,9.253351253995337,6.092199576487404,1.99624526221853,7.441142048561684,9.530657571942337,6.873463186027797,4.515986870349979,4.92413674377867,1.0,1.0,1.0,4.420351427414538,1.0,5.614003825328709,1.163112151643228,7.3041273123593395,7.457374543281985,7.502036482731458,8.35748928305221,7.0856166156112135,5.704690236085729,5.488313954592931,1.5689179317447475,1.0,1.0,1.9516232851185866,1.0,1.0,1.0,1.0,1.0
SWZ,Eswatini,6.539522386680492,9.998908176231023,6.177989355971405,6.127440042666128,1.0,1.0,1.0,1.0,1.0,1.0,5.389451507858038,2.464487824904285,6.375764632095512,6.789423374281045,6.329811287557105,5.556639460444227,1.0,1.0,1.0,1.0,5.497980216891675,2.752685421650586,2.796001925961088,1.0,6.51454098545091,4.4952343878344685,3.281067372148111,1.0,3.9263184331114145,1.0819662977947568,1.0,1.0
SYR,Syrian Arab Republic,8.425852977779977,9.994647928517793,8.231398464079605,7.649949487175019,6.575693356186676,1.4398675609097238,6.079652878749503,1.1569575943365522,3.2660135627377094,1.0,8.314637567486423,8.568723730458414,7.7461113156081165,2.6343870043404607,8.566776220679301,5.07316629772683,8.388139490356407,8.857114282411958,8.253947730151062,6.249663661735271,7.545302932042411,3.1266224612753653,6.571407872932854,1.7071910805018375,1.0,1.0,8.6387990154366,3.1388883145137445,1.0,1.0,1.0,1.0
TCD,Chad,8.535416988215369,9.996218768472609,8.010569974283495,4.969115177116203,8.480888259609332,9.266547952757179,8.349936266764079,7.744630837452175,1.0,1.0,8.524072115444929,9.839336246583734,8.565476126170235,5.378812480265598,8.091441218452818,2.7372663525066714,8.538983495222396,9.365412070719506,7.8755191426625695,3.470001631300283,8.041580817636602,4.875118159419133,7.405711409890969,3.455170611892181,1.0,1.0,8.996469933922935,3.8956562074746426,8.436478979053566,9.58274321812757,4.620219589523067,1.0
TGO,Togo,7.920141352462705,9.48436117052371,7.670283385678344,6.752628450252552,7.37750885161825,4.6372360857845045,7.4327755467071075,4.967326722567536,2.9504230315144198,1.0,7.6679590884584705,6.7318162787773,8.343512396192839,9.25582250496304,5.40572336851025,1.0,7.914781557474315,8.831105426875983,8.070719168113925,9.234525463748028,1.0,1.0,5.420724230533274,1.1404948707911875,1.0,1.0,3.4029574981479214,1.0,7.956851864402719,10.0,1.0,1.0
THA,Thailand,8.651571678982329,9.574362728076323,8.384204647274213,6.657365458373908,7.801317703072268,3.258432713380351,7.889841089439209,3.600388964034469,5.692540001633601,1.0,8.549609777195663,8.318909734763755,7.664886630431756,1.8718427621678726,7.146743158283002,1.1922164385221798,8.696548558167795,9.488180761961793,8.760936549592707,8.607717852443795,1.0,1.0,8.128306225000197,7.053495984909754,8.43127563986686,5.045423556197179,4.580569572881469,1.0,6.46205696577654,1.233341577913635,7.390489813835769,2.289809161578024
TJK,Tajikistan,7.959089461417673,9.94179991227815,7.8484427948279745,8.530821173467285,7.879131925296955,8.898469384639142,7.952616287416957,9.852489150830692,1.0,1.0,7.562277268374006,5.821296750757981,3.6795165888069614,1.0,6.259392775574375,1.1908211302620968,7.727526656160061,6.817070161113179,7.862232984131974,6.953578459891769,6.195278319751864,1.4906924187188337,5.908187534477866,1.4855238906531762,1.0,1.0,7.2348446725534625,1.646509846293053,1.0,1.0,4.152585970909593,1.0
TKM,Turkmenistan,7.6485264666294235,9.950050605535628,7.494347180198892,8.04465550896732,7.5910728317210925,9.18683717325545,7.595150882864203,9.2388187282611,4.165917294221149,1.0,7.641679669218481,9.855525717035503,4.872088140624966,1.0,6.555858877341361,1.8593953132432466,4.1170898989693026,1.0,7.107709547474847,4.0558597724758965,7.623033039408833,9.128278226883312,7.088677914843341,7.177345838771709,1.0,1.0,7.773823993157183,3.331066896987811,1.0,1.0,4.246340971586251,1.0
TLS,Timor-Leste,6.570249240233487,9.213070484199426,5.110499971336949,1.7924150364300528,4.9793135099402015,1.6312991705701094,5.821570208522566,3.540370019008822,3.150101254617255,1.0,1.0,1.0,4.576160972838457,1.2214940381300279,5.349906026670858,1.9383273632670246,1.0,1.0,6.767303957244491,9.993612295492323,1.0,1.0,2.2947442870358103,1.0,7.094889188557854,9.745099871000585,1.0,1.0,3.9794802827159685,1.071998362467438,6.6284905894016966,10.0
TUN,Tunisia,7.6521590173845,7.96713398685821,7.416394896820158,5.823917783140392,7.2764658379584635,4.873899128870895,6.44082439539169,2.0084204288531673,5.956499188760976,1.6177632741817378,7.540734043212204,6.857502189966054,5.564206635128267,1.0,6.800930472681438,1.922628310645583,7.492993786752361,6.080587959780556,7.203428727884641,3.728726050138807,7.627830777440362,7.332911457425452,5.681974611007217,1.4125187121904603,1.0,1.0,8.149683841447521,3.9562855062397997,1.0,1.0,1.0,1.0
TUR,Republic of Türkiye,9.002764159159753,9.73921532325844,8.714110715249811,6.578413811989866,8.179332813675256,3.4037579680060595,7.67327628563733,2.0562973422245636,5.043743413061534,1.0,8.225095910875423,3.585307901332482,8.490308363967353,2.7094643338381283,8.22903850675046,1.842560168110931,8.386462487943028,4.087109426376057,8.543729713254642,4.213876173168175,7.744921293956105,2.10257694441208,6.718929014679183,1.2620956967352333,1.0,1.0,8.144294615412504,1.3651291914487698,1.0,1.0,1.0,1.0
TZA,United Republic of Tanzania,9.241603909087308,9.506452608516916,9.100856584327623,7.835906861856065,7.343607221799541,1.375786903553784,7.7391225783793,1.765558587002011,4.363341428327068,1.0,6.500461798209878,1.0370105184225433,8.862449891563909,2.8836091162659625,8.87396428647096,2.4293852396560025,9.248911158304194,8.897267838184323,9.431346773590153,9.339450089604929,1.0,1.0,6.577587992865167,1.0595610860856057,3.9611053763536583,1.0,6.635095030793863,1.0,9.266700370597764,10.0,1.0,1.0
UGA,Uganda,9.085619639360614,9.79784150884177,8.94858318008616,8.111587832404744,7.3733518318482165,1.5507861956419504,7.127748923145422,1.3492336836416763,1.0,1.0,7.610360631160242,1.8323736461588631,8.760174682732522,3.2182135327968595,8.446131182059483,2.0295893142063814,9.154614086308447,9.997095728620812,9.296624017445343,9.959189495079602,3.9485655526347285,1.0,5.3790977478685935,1.0,1.0,1.0,3.6234145987954167,1.0,9.088245271092884,10.0,1.0,1.0
UKR,Ukraine,8.193841259518884,9.745337878533629,7.893698211380755,6.483161704182814,8.181107445026353,9.574291807264544,7.664214332607433,4.828162778254551,4.885359767981722,1.0,1.0,1.0,6.548992244267605,1.2736168377885437,7.316996655878931,1.9693219238919828,7.324446570445197,3.0891346848355883,7.646833381972308,3.895557468486549,7.64347237950655,4.487433043659422,6.593175666126038,2.0945618014338825,1.0,1.0,4.299707426045032,1.0,1.0,1.0,1.0,1.0
RUS,Russian Federation,9.189659127056373,9.66963005511559,8.56691720462847,4.277071289810045,8.945747745740682,6.933621959064328,8.322168444688014,3.2222404658749184,5.538697916397304,1.0,6.5755848403426835,1.0675125996482677,7.828170064995319,1.3344522995162997,8.38042533109826,1.7267171929964025,7.923409223738647,2.0772090496171383,8.439614589195244,3.0146516017570413,9.252400604397213,9.581131970957504,7.5735786809218855,2.0156254358517254,6.989233170818956,1.0474636518509637,6.284059163591339,1.0,1.0,1.0,1.0,1.0
UZB,Uzbekistan,8.660480925456179,9.990202809674761,8.60629533865372,9.265415527742926,8.578489530262903,8.916243357041338,8.661111201947438,9.998993129459013,1.0,1.0,8.572567875043607,8.843787540606241,6.600711028887233,1.0029080487590132,7.382316637919761,1.386722961175911,7.461367208026482,2.2577837833260124,7.727084365651408,2.600120834951441,8.187456071750976,4.983132088762782,7.362396681886221,2.8556100683973926,1.0,1.0,7.941547746778452,1.5292224239592818,1.0,1.0,2.942338676828406,1.0
VAT,Holy See,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
VNM,Viet Nam,9.0804780718182,8.817994213944225,8.930928836584487,7.195704624328957,8.882920383140384,6.749067954168071,8.744234426260249,5.629219555943115,9.399716077332032,10.0,8.764791048592741,5.7805409202644,8.463147825773063,2.2404749033794094,7.435099878879857,1.0299536035158443,8.784342927146612,5.543301067330676,9.103159864648774,6.983142550311482,5.980732543372918,1.0,8.802120429507,8.929644321854251,9.288761943655903,9.986161851074005,6.558902129776541,1.0,6.71643853403655,1.1324023264127752,5.794556816573522,1.0
YEM,Yemen,8.8826553251304,9.681143731775457,7.504696367873905,1.9670330906340077,7.496334039719294,1.9535394509793669,6.889761864595087,1.3207195620560428,5.562727668254302,1.0,8.116032157355033,3.613168358309657,5.373800330317723,1.0,6.8187479150294035,1.0,8.932672827327758,9.640163465416043,9.082124686625285,9.753293367215843,1.0,1.0,6.4948867299394095,1.1965853537035644,7.520480944101366,1.4838460531089337,9.93779566672062,6.570762173271881,8.6288905261245,7.508395984696293,6.413206822861639,1.1191931079118504
ZAF,South Africa,8.899163130674822,9.49017663486785,8.111978419761485,3.4721134953464285,7.855472818504413,2.637906614294097,7.343317431561081,1.6967019119332432,4.3475294704364575,1.0,7.347732430570883,1.7020578964417779,8.920890992681596,4.681426730942999,8.964961161799156,3.9802042443708876,8.403815753152784,4.626930465875743,8.61235158650242,5.081962907342354,8.230660104396886,3.75257853932011,5.855208323498312,1.0,7.926928352296026,2.0442178402132885,7.60090084070945,1.1580567301588702,7.6747178254019595,2.3559804313214583,1.0,1.0
ZMB,Zambia,8.504221769820274,9.882478120062554,7.396633039915983,2.548034181156432,7.805225131481585,3.9778207006093758,7.330167540533662,2.389063215630742,1.0,1.0,7.250221233214974,2.218140353434601,9.54062709644158,10.0,8.283756312302087,3.386145861096615,8.248687802385614,6.536030697319511,8.303886066433076,5.949193389617688,1.0,1.0,6.070964389793563,1.1840483257665015,1.0,1.0,4.095265837086684,1.0,8.512692393725143,10.0,1.0,1.0
ZWE,Zimbabwe,8.350035647135263,9.998518225695785,8.094578712953599,7.0499891147825196,7.978564998945329,6.048218762404664,7.096883710826887,2.236796845177221,1.0,1.0,7.330758899892826,2.810251002845391,8.50125482874536,6.432323670277722,8.18774065820386,3.7596260755562265,8.052860610179291,6.266626074966489,8.329380239784882,7.62953691112168,4.747361161732824,1.0,5.196079245056174,1.0,6.08981448451044,1.0131445678246578,6.0712475126023495,1.0,8.347414982613621,10.0,1.0,1.0
USA,United States of America,9.781506439204463,9.817185486756411,8.970776135087581,3.475334926355255,9.31697226436893,5.275207908964545,8.96878319520574,3.467496074917289,8.117050801351846,1.2324150414961301,8.967107093753222,3.46092198750003,8.411730139584206,1.2472416658632086,9.540867914149985,2.4984687180685237,8.935516844711184,3.1498771544663087,9.177092864541681,3.5146416663909896,9.482908010701498,5.930774281057889,8.014597012052473,1.770175555260494,9.405255197458002,5.203148870905347,8.412258272178452,1.0915966422394587,1.0,1.0,1.0,1.0
BOL,Bolivia (Plurinational State of),7.963675354556511,9.989757788702027,7.263704254474501,4.009866552535036,7.367381511681959,4.544794887938524,7.419289796513448,4.8463504013159975,1.0,1.0,7.372830244594535,4.575331860259042,7.573421695375206,3.857804520590229,7.313706352781546,2.55434905809036,7.932757436886327,8.973761692055195,8.036729545487972,8.74588996701966,5.411691897569596,1.0775117697230367,5.951666035550442,1.5294687157661135,1.0,1.0,7.728707056583504,2.3146594393760322,4.565628203159056,1.0,7.456662583646931,5.537129232817923
BLZ,Belize,5.5434901864111445,8.197403924806913,1.0,1.0,1.0,1.0,4.081420736384841,1.6816185895577807,3.6214249639964016,2.1447340465989058,4.789991839502941,3.2015140563713516,4.388466684595825,2.4652842435584983,4.426817893886502,2.364710336652503,5.558760481414977,8.029021517034463,5.639709451805775,8.029021517034465,1.0,1.0,4.472872711309998,3.3625634393597355,6.303537686502056,10.0,1.516431987477573,1.0,1.0,1.0,4.220469426963567,1.9626724329410437
SUR,Suriname,5.935408418695433,9.996808576150798,5.431994107281275,5.105185648942445,2.0706872516600603,1.0,2.134667536445919,1.0,1.6109258740029353,1.0,4.418243935301949,1.7942306440845794,3.0298383129403805,1.0,2.273254849791958,1.0,5.936464698815708,9.561619666915988,6.0224631741369015,9.540162453043115,1.0,1.0,5.857643683555999,10.0,1.0,1.0,2.0935550506957026,1.0,3.609911933438662,1.1835643143555579,5.632387989795357,7.247599637556236
PRY,Paraguay,7.554538423630923,9.928935627715074,6.951896178090529,4.485420729452863,6.980440786678399,4.645610838867866,7.5316026420595215,9.616892799952089,1.0,1.0,7.328082553898161,7.28039716394491,7.281221733601882,4.747651083133343,6.218142979719861,1.5741759470584973,6.274585643952365,2.1068604723918427,6.983027313103617,3.917820531176559,1.0,1.0,5.79500138127737,1.8652810877757267,1.0,1.0,3.3260647354497235,1.0,1.0,1.0,1.0,1.0
ECU,Ecuador,8.09431996435353,9.92038667036841,7.267035933383543,3.439930132786271,7.790741201040161,6.563684567214989,7.800094200468525,6.64545534634247,4.753975199842635,1.0,1.0,1.0,6.3775033155839544,1.24681480043535,7.674264304940175,3.0642222010799607,7.739828345498921,5.788876945083904,8.088779630682986,7.788931310832464,4.337925735831594,1.0,7.026402965993034,3.728756073854669,1.0,1.0,5.781923288858923,1.0,4.695261242251572,1.0,5.136393774071513,1.005801990333136
ARG,Argentina,8.596577843783399,9.699672137344908,7.997554764224425,4.413936355770078,8.29319236300263,6.426822927697096,8.275798862224793,6.281448806880076,4.3143439994112835,1.0,7.480340572410791,2.49347112377653,8.39034369829542,3.9904312105163533,8.161382789041273,2.6574021812516495,6.526999774578021,1.2555478057286753,7.480252514080273,2.1565604674277314,8.467289863736179,7.545125873866835,7.462654780284883,3.347949709968774,1.0,1.0,6.7532889236459095,1.0355967133845867,1.0,1.0,1.3841666503865717,1.0
NIC,Nicaragua,7.545838052402287,9.727354081055212,7.016628157349361,4.822691122626872,5.1401094515970485,1.1286563521928774,3.6815200627567615,1.0,4.386960499173954,1.0,6.754776432273294,3.5273260189155855,6.433575141074709,2.0491610003734584,6.417527737277327,1.8136091366524283,7.569776438858922,9.460578508345602,7.604325774212865,8.470753409180581,1.0,1.0,5.094638166808359,1.1790680651686003,7.913435235171504,10.0,1.0,1.0,5.433988367426233,1.2823438087937729,6.591315858180698,3.1649818490216974
GUY,Guyana,6.019636259219464,8.083296228261277,5.931607753186961,7.1765012660054195,3.509558825069795,1.0612818652399476,5.097096358356911,2.6498841872540875,4.987739185224465,5.83650648529437,4.3618751899357715,1.4722093573398065,3.808987671763464,1.0906470096728857,3.570249451440539,1.0,6.14451551995996,9.152043504936596,6.207471435339335,8.808744211249136,1.0,1.0,5.848308369095861,10.0,5.4707533535997195,1.8787124099128372,1.0,1.0,6.1476321681072115,10.0,6.173850243287696,10.0
HND,Honduras,7.886790702014869,9.90157704239075,7.204309445072784,4.063313022730066,6.476837752045473,1.941641033800202,2.695400793628333,1.0,4.140686957483318,1.0,6.666862620543517,2.29136570463061,7.398424213364185,3.511955919263129,6.68272689035709,1.6351686543988089,7.9028889012256425,9.495784456316025,7.967435394629034,8.780830381855704,2.995117522981336,1.0,6.120436216557403,1.8404560466669804,8.194756007786994,10.0,1.0,1.0,4.700942338878811,1.0,6.936183775409464,3.2236839882985397
PAN,Panama,7.150311121013708,9.579826893571981,6.13332048215864,2.7290524193667096,5.5977113888511,1.7089057796064029,5.716547405356097,1.8689632676387178,4.8083382182220245,1.0,4.57623302766372,1.0758171276867263,4.929532100202671,1.0478828473255701,5.218761528510155,1.1440534357929584,7.079908716113092,8.220573658163698,7.2225822804536035,8.610889524059779,4.785232263760642,1.1319269375364687,5.319425625707602,1.7339804064939908,1.0,1.0,1.4701511098144828,1.0,3.375324024717612,1.0,5.233170965406409,1.4072789466233981
CRI,Costa Rica,7.101095395223604,9.820203096807854,5.619969669136057,1.8263980209387491,5.065302693697556,1.3005954259556916,5.429621697271089,1.5939734774474577,3.4689537116277003,1.0,4.857824357788477,1.1938108509805927,5.446752425630466,1.4591225144523694,5.32862732218007,1.267305046339981,7.095376352862308,9.206350284626488,7.225531231399423,9.483364476279348,3.3478771269134855,1.0,4.518934018078591,1.1217240714713914,7.114827950540011,5.259321479903349,1.0,1.0,1.0,1.0,1.0,1.0
