iso3,P2_electricity_access_value_normalized,P2_DTP1_access_value_normalized,P2_DTP3_access_value_normalized,P2_Skilled_birth_coverage_value_normalized,P2_Stunting_value_normalized,P2_Child_Food_Poverty_value_normalized,P2_Lower_secondary_out_of_school_value_normalized,P2_Lower_secondary_completion_rate_value_normalized,P2_Learning_poverty_value_normalized,P2_Child_labor_value_normalized,P2_Child_marriage_value_normalized,P2_Child_poverty_value_normalized,P2_Under_five_covered_by_social_protection_value_normalized,P2_Under_five_mortality_value_normalized,P2_Basic_hygiene_value_normalized,P2_At-least_basic_drinking_water_value_normalized,P2_At-least_basic_sanitation_value_normalized,P2_arithmetic_avg,rank_reverse
SLE,7.844444444444445,1.1999999999999993,1.2068965517241388,1.5107913669064743,4.938775510204082,7.318255250403878,3.103448275862069,6.352091894019281,,6.205128205128204,2.199375950076006,5.477698335371637,9.92,7.89846821343815,8.67373258125,6.611109186153847,9.407950073333334,5.975331232616936,19.0
SGP,0.0,0.0,0.1724137931034484,,0.36734693877551017,,,,0.03894851082249684,,,,7.22,0.0,,0.0,0.0,1.2806277856609705,139.0
SVK,0.0,0.3999999999999986,0.3448275862068968,,,,,,2.013139222797589,,,,0.0,0.00024247415828856922,,0.0,0.42397963555555584,0.49472947536052414,160.0
SVN,0.0,1.6000000000000014,1.3793103448275872,,,,,,0.4440122403596568,,,,0.0,0.0,,0.06544704615384411,0.18764913888888834,0.3127327562313772,168.0
SLB,2.666666666666666,1.4000000000000021,1.8965517241379288,1.6978417266187051,5.877551020408164,,,,,,0.10160812865029202,,,0.621780823295492,7.457921412499999,5.457146523076924,8.869835952222223,3.155567926195231,73.0
SOM,5.677777777777779,4.0,4.827586206896551,10.0,4.673469387755102,10.0,,,,,3.7995039603168252,,,7.58487618049203,9.256097386458332,4.999971840000001,7.173795231111111,6.398148796675628,13.0
ZAF,1.5,4.4,4.137931034482759,0.4748201438848909,4.775510204081633,3.4894991922455576,0.7241378965517241,1.2963983880173604,8.317584389134453,,3.7995039603168252,2.040045945313568,3.3599999999999994,1.903441557781273,7.554058413541666,4.157991147692307,2.3050845466666665,3.326011320577874,64.0
ESP,0.0,0.0,0.6896551724137936,,,,,,0.4526400315134147,,,,4.47,0.0,,0.0,0.0,1.0305050177969357,151.0
LKA,0.0,0.0,0.1724137931034484,0.1007194244604328,1.857142857142857,0.5815831987075929,0.0,0.5318361864564203,1.2427438434801577,0.0,1.9991599327946235,,6.39,0.0,1.4247846427083317,1.7796581923076928,0.5565555855555555,1.5032027307927944,130.0
SUR,0.11111111111111072,4.600000000000001,4.999999999999999,0.17266187050359783,1.4285714285714286,3.586429725363489,0.9655172241379312,5.760926028944312,,0.846153846153846,0.13521081686534922,1.8338289857080898,4.359999999999999,0.013163963610075852,3.454340785416667,0.5270134415384611,1.9595468755555547,1.9889609434842197,114.0
SWZ,1.9666666666666668,1.4000000000000021,2.413793103448275,0.6187050359712227,3.6530612244897958,,,,,3.2307692307692304,0.06360508840707256,,8.41,0.10559321474616878,6.6384096562499995,3.9312956076923076,3.3219538122222225,3.341030970955639,62.0
SWE,0.0,0.1999999999999993,0.3448275862068968,,,,,,0.23917524438155258,,,,0.0,0.0,,0.06894485692307661,0.11906956555555581,0.10295833020463349,184.0
CHE,0.0,0.1999999999999993,0.3448275862068968,,,,,,,,,,0.0,0.0,,0.0,0.011133377777778009,0.046793971072796925,187.0
SYR,1.2222222222222232,3.400000000000002,4.310344827586207,,4.591836734693878,4.717285945072698,,,,,2.7994239539163135,,,0.11098542909122039,2.0214623958333346,1.2180392307692305,0.6075501433333343,2.36496873256112,95.0
TJK,0.0,0.0,0.1724137931034484,0.5467625899280577,2.4693877551020407,5.2988691437802915,0.3086375862068966,0.6412919797999379,,,0.7464597167773421,3.830768838334564,8.44,0.713422264147866,3.375280118750001,2.0126310046153844,0.3349847088888893,2.0059693817685296,112.0
THA,0.011111111111111072,0.3999999999999986,1.0344827586206904,0.0,2.3061224489795924,1.3893376413570278,0.4078375862068966,1.5528728859744838,,,9.999999999999998,0.8122835401713654,6.82,0.03519990189351094,0.6862496499999988,0.0,0.12072235444444601,2.472830869831327,91.0
MKD,0.0,1.0,1.5517241379310356,,0.5714285714285714,1.5670436187399033,0.12788758620689655,0.664486025586843,3.1609336451480208,0.4871794871794871,0.21241699335946873,,7.74,0.0,0.025926556249999066,0.2941942738461538,0.25136754999999944,1.6454106086204807,125.0
TLS,0.033333333333333215,1.8000000000000007,2.5862068965517233,6.071942446043165,9.061224489795919,4.684975767366721,1.3270419137931038,3.8569789774213206,,2.102564102564102,0.16101288103048242,5.067582730227215,6.18,2.717812248546936,8.132725664583333,2.7268143784615386,3.397679935555555,3.7591114297374135,53.0
TGO,4.755555555555556,0.6000000000000014,1.3793103448275872,5.2086330935251794,4.4897959183673475,4.733441033925687,1.9210068965517242,5.987416826300101,8.279781140779189,6.64102564102564,1.1714937194975596,,2.55,4.467733240557753,9.392761502604166,6.5344680661538455,9.521594541111112,4.628642257610904,35.0
TTO,0.0,1.1999999999999993,1.0344827586206904,,1.3877551020408163,,,,1.8573244998329472,0.846153846153846,0.10800864069125529,,8.19,0.17907280952427485,1.8176971843749978,0.15557709230769134,0.7681497400000001,1.9642670352269118,116.0
TUR,0.0,0.0,0.0,0.15827338129496304,0.9183673469387756,,,,1.632535633287926,1.2564102564102564,9.999999999999998,,6.26,0.5493404764525665,,0.845678706153846,0.3075806877777776,2.2292352324534215,100.0
TKM,0.0,0.0,0.0,0.0,1.1224489795918366,0.45234248788368336,0.0,0.09245720760930887,,0.0,0.2510200816065285,0.37713306649561085,8.55,1.6063502224766173,-1.7763568394002505e-15,0.0,0.007637128888889677,1.0045138348142475,153.0
TUV,0.0,0.0,0.6896551724137936,,0.8775510204081634,2.0678513731825525,3.729915689655172,2.0520534947111937,,0.7692307692307692,0.0,,10.0,0.36314208725684244,0.3837065499999994,0.015861970769229572,0.978308366666667,2.2572315163048566,98.0
UKR,0.0,0.6000000000000014,1.724137931034484,,2.183673469387755,,,,,,3.3994719577566204,,0.0,0.0,1.276041666666666,0.04538895999999859,0.323384678888889,1.1510216398901758,142.0
ARE,0.0,0.3999999999999986,0.3448275862068968,,,,,,2.4122364646509995,,,,9.98,0.013960703301241384,,0.0,0.008371111111111773,2.5317317171153526,87.0
GBR,0.0,1.1999999999999993,1.0344827586206904,,0.5102040816326531,,,,0.04146350057501469,,,,0.0,0.0,,0.0,0.0583584088888891,0.2209457288098348,174.0
USA,0.0,0.0,0.6896551724137936,,0.653061224489796,,,,0.7043758191560442,,,,1.7599999999999998,0.0,,0.0,0.17747335777777806,0.5726764633343323,159.0
URY,0.0,0.1999999999999993,0.6896551724137936,,1.1224489795918366,0.7431340872374798,,,4.275617499100526,,0.32222577806224495,,3.4400000000000004,0.031000132409007147,,0.7229492307692293,0.04300077333333263,1.3830230955965213,134.0
UZB,0.0,1.6000000000000014,1.3793103448275872,,1.163265306122449,1.5993537964458806,,,3.0910801134611368,5.0256410256410255,2.199375950076006,,4.8999999999999995,0.0,2.5898562500000004,0.5478808107692288,0.24130825444444426,2.1577642913263197,105.0
VNM,0.0,0.0,0.1724137931034484,,3.7142857142857144,1.1793214862681745,,,1.5916754070081156,1.5128205128205128,9.199935994879588,,9.86,1.0274159506318281,1.5766508145833313,0.23346065692307683,0.7269152133333332,3.026488576821143,75.0
YEM,2.666666666666666,9.0,9.655172413793103,,9.46938775510204,4.2326332794830375,,,,3.8205128205128203,7.599807984638771,,,0.7557984021680373,4.556384822916667,5.251821263076922,5.848830567777778,5.1286522466893505,30.0
ZWE,5.544444444444444,1.0,1.2068965517241388,1.582733812949641,4.63265306122449,3.8610662358642975,3.120689655172414,5.849408723658799,,6.897435897435896,3.3994719577566204,5.3778343395043,9.3,0.5602695871060654,6.655495406249999,7.019180716923076,7.5741076722222225,4.456570879498924,41.0
IDN,0.0,3.0,3.4482758620689653,1.8848920863309342,4.408163265306123,1.7770597738287561,0.7761677413793103,1.339166701311843,5.24450041118421,,9.999999999999998,,5.64,0.548284409776306,2.4096467979166656,3.0195703753846157,1.6129808655555546,3.7378379353363504,54.0
MMR,2.9222222222222225,4.4,4.655172413793102,5.640287769784173,4.795918367346939,5.379644588045235,2.6724137931034484,6.2821733014435495,9.101888556229431,2.282051282051282,7.599807984638771,6.082396226823522,9.79,0.7610088906858257,3.0565384062499996,2.964995887692309,3.1439454677777796,4.600617693441059,36.0
PNG,9.0,9.8,9.655172413793103,5.597122302158272,9.510204081632654,4.006462035541196,,,,,1.7261380910472837,7.336115455249441,10.0,1.5226252052494176,7.212133164583333,7.9549665723076926,8.938893912222223,5.870593162977879,21.0
PHL,0.5777777777777775,3.1999999999999993,4.655172413793102,1.6115107913669071,5.448979591836735,2.730210016155089,0.5695985862068966,2.133972742192146,9.254027517218336,,9.999999999999998,,9.01,0.775733261615819,0.11375483020833244,0.9859995307692309,1.391817981111112,4.457547672464028,40.0
FJI,0.8888888888888893,0.6000000000000014,0.6896551724137936,0.0,1.2653061224489797,1.0662358642972536,,,,4.025641025641025,0.06160492839427154,,8.92,0.8935518823493287,2.069640211458334,1.3788650661538444,0.8061768300000001,2.497634872878304,90.0
VUT,3.333333333333334,2.0,4.655172413793102,,6.122448979591837,,,,,7.05128205128205,0.04260340827266181,,8.71,0.3340212490213264,6.018292836458333,2.5319664230769217,5.914406475555555,4.4774116865216005,38.0
SEN,3.5666666666666664,0.3999999999999986,1.2068965517241388,3.3093525179856123,3.3061224489795915,5.831987075928917,6.600550344827586,8.084655856526265,6.901918913188726,5.589743589743589,3.9995199615969277,5.0901730351547245,7.289999999999999,1.5185480831409142,8.2796339375,2.981800373846154,5.109174374444445,4.549375429483041,37.0
CUB,0.0,0.0,0.0,0.0,1.2857142857142858,1.3247172859450727,0.21277118965517244,0.6521262947085162,,,2.599407952636211,,9.98,0.1393932951900878,1.240165958333332,1.2474369169230766,0.6754949788888887,2.215833103888513,101.0
SDN,4.088888888888889,10.0,10.0,,7.020408163265306,,,,,4.41025641025641,9.999999999999998,,9.19,2.095143165557211,9.295564377083334,6.208734472307691,4.805077146666667,6.718350193711042,10.0
EGY,0.0,0.0,0.1724137931034484,0.4604316546762597,2.428571428571429,3.408723747980614,,,5.591502540989926,2.6666666666666665,9.999999999999998,,7.609999999999999,0.08114538370364449,0.6027906354166657,0.5741843861538456,0.5659875844444446,3.3248325347980243,65.0
SSD,10.0,4.4,4.310344827586207,,5.918367346938776,,,,,,2.599407952636211,,8.23,5.5205956695421685,8.496732145833333,10.0,10.0,6.334010548931723,15.0
DMA,0.0,0.3999999999999986,1.3793103448275872,,,,,,,,,,9.93,0.286699245452421,,0.519862806153844,2.181508346666668,3.040122067534635,74.0
PSE,0.0,2.0,1.724137931034484,0.1007194244604328,1.4285714285714286,1.890145395799677,0.4909522413793104,1.57232239657381,,1.6153846153846152,0.6760540843267461,,,2.243277858549674,0.46785994166666534,0.0,0.13975091777777848,1.2064573719315574,141.0
MNE,0.0,1.1999999999999993,2.93103448275862,,1.4285714285714286,1.0823909531502425,0.04975896551724138,0.5856244648205688,1.3485539084986629,1.7179487179487178,0.03160252820225618,,5.67,0.0,0.07528275104166582,0.0807030384615377,0.6766289977777777,1.4451598595564303,131.0
SRB,0.0,0.6000000000000014,0.5172413793103452,,0.7346938775510203,0.06462035541195477,0.0,0.03101785768328469,0.6154580367238894,2.1794871794871793,0.4918393471477718,,6.74,0.0,,0.7247141138461526,0.4988529655555549,1.3821442396293797,135.0
TUN,0.0,0.1999999999999993,0.1724137931034484,,1.6122448979591837,1.163166397415186,1.0344827586206895,2.9247047616912862,,0.5641025641025641,0.8816705336426913,0.8700877440402875,7.14,0.2759502901718005,1.2076376437499992,1.094346541538462,0.06736374666666656,1.3264429562753244,137.0
RUS,0.0,0.1999999999999993,0.1724137931034484,,,,,,0.08044709657367893,,9.999999999999998,,0.0,0.0,,1.4944722569230766,3.284883721111111,2.099043836104209,109.0
COL,0.0,1.8000000000000007,1.5517241379310356,0.20143884892086383,2.163265306122449,0.9693053311793215,0.4482758448275862,2.5354105404255627,5.090204339278368,1.5641025641025639,9.199935994879588,,6.609999999999999,0.021208214951931148,6.984819241666666,2.512259498461539,1.4322834833333324,2.9717458870196976,78.0
RWA,5.488888888888889,0.0,0.0,0.33093525179856087,5.877551020408164,1.8093699515347335,4.275861896551724,8.214305931792268,,,1.0866869349547963,,9.48,1.7722575072626081,8.746176125,6.8374853692307695,1.463828355555556,4.223563070589736,44.0
TZA,6.022222222222222,2.1999999999999993,2.5862068965517233,2.143884892086332,5.8979591836734695,3.3279483037156705,9.655172413793103,8.134333554708299,,,9.999999999999998,4.998778432048461,,1.6447820370739379,8.873749730208333,7.493529456923077,8.247351025555556,5.94203177676358,20.0
COD,8.722222222222221,3.1999999999999993,5.689655172413793,1.8848920863309342,8.795918367346939,5.153473344103393,2.7132655172413793,5.1883546555113895,9.852789627878282,3.5128205128205123,9.999999999999998,,9.25,5.828088477295385,9.131913730208334,10.0,9.864435583333334,7.038139047294777,7.0
UGA,5.877777777777778,0.6000000000000014,1.2068965517241388,2.9352517985611524,4.591836734693878,3.731825525040388,3.756142931034483,8.555705724638678,,10.0,9.999999999999998,4.590432088055579,,2.1189063980612266,8.336497836458333,6.67685726,8.81882834111111,5.375162374527538,27.0
MWI,9.555555555555555,0.8000000000000007,1.2068965517241388,0.4892086330935257,6.571428571428572,3.925686591276252,1.2007951724137933,8.865509459515486,,3.333333333333333,5.199615969277542,3.1131778899899194,6.6899999999999995,1.654833166823731,9.109790873958334,4.600215893846155,5.610507236666667,4.365384740051172,43.0
ZMB,5.800000000000001,0.8000000000000007,1.2068965517241388,2.302158273381295,6.387755102040816,3.618739903069467,3.8385844827586206,5.501383447863489,10.0,1.8974358974358974,4.19953596287703,5.221756462426234,7.68,2.6689795688318267,9.454866027916667,6.390982766153847,7.519126948888889,4.8476908805085825,34.0
CMR,3.222222222222223,3.1999999999999993,3.6206896551724137,4.762589928057553,5.346938775510204,4.281098546042004,3.122334655172414,5.983898041708406,7.256064967105263,,5.599647971837747,3.597963603801676,9.07,5.236113942139228,7.430722164583333,6.730826515384615,8.345929201111112,5.520247096624573,26.0
TCD,9.811111111111112,2.8000000000000007,5.1724137931034475,8.374100719424462,6.224489795918368,2.504038772213247,8.889077241379312,9.894032030513621,9.622162668328524,9.743589743589745,4.599567965437235,,9.94,8.844095840552075,7.947646080208333,8.646277501538462,10.0,7.8846300798615045,2.0
CAF,9.366666666666667,9.200000000000001,9.655172413793103,8.201438848920862,7.73469387755102,,3.993044827586207,10.0,,6.64102564102564,1.623329866389311,,9.51,6.5846265155719195,9.153340044791667,10.0,10.0,7.68308857969989,3.0
COG,5.488888888888889,3.1999999999999993,3.4482758620689653,1.1798561151079134,3.1224489795918373,,1.0207546206896554,5.650846222567034,7.054106862921463,3.3589743589743586,0.9378750300024001,,,2.4540214823593596,7.102749639583333,8.58481268923077,10.0,4.0319845085477946,47.0
NGA,4.388888888888889,5.4,5.344827586206896,9.381294964028777,6.693877551020408,4.911147011308563,4.413793103448277,4.249961181979396,,7.82051282051282,9.999999999999998,6.731116794840654,8.95,9.363058107243603,8.032970627083333,5.146046723076923,7.314057068888889,7.029720000704216,8.0
BEN,4.833333333333334,4.4,6.0344827586206895,2.8489208633093526,6.571428571428572,5.638126009693054,6.965517586206897,9.272730060335846,5.555379365619852,4.846153846153845,1.9607568605488437,9.473742434953682,8.8,6.421540397191738,9.391286277916667,5.676061612307693,9.796353993333334,6.449753066090954,12.0
COM,1.1222222222222218,3.6000000000000014,3.9655172413793105,0.8489208633093526,3.3469387755102042,,,,,2.0769230769230766,0.14741179294343545,,10.0,0.6657719485195377,7.062692778124999,2.6274237769230755,4.766913135555557,3.7213421895931,55.0
IND,0.08888888888888857,0.3999999999999986,0.6896551724137936,1.4820143884892083,6.510204081632653,6.316639741518578,1.0726946724137933,2.160967989308105,5.586374784770758,,9.999999999999998,8.161747997384559,4.81,0.46716054053209305,1.4665505041666655,0.7828864584615385,2.1060618699999996,4.060491641374511,45.0
