iso3,iso3_wfp,wfp_id,adm0_name,type,hazard,child_population_exposed,child_population_total,population_total
SLV,SLV,75,El Salvador,State,drought_spei_copernicus_1940-2024,0.0,1913684.532873592,6295586.311346074
JAM,JAM,123,Jamaica,State,drought_spei_copernicus_1940-2024,0.0,665277.5990275983,2795829.7441987377
HND,HND,111,Honduras,State,drought_spei_copernicus_1940-2024,1349.7839962533294,3942498.480308208,10671882.57709719
PER,PER,195,Peru,State,drought_spei_copernicus_1940-2024,5845806.276523473,9852433.18317997,33621429.27508703
ECU,ECU,73,Ecuador,State,drought_spei_copernicus_1940-2024,3414407.141911045,5411545.307521078,17980864.43235706
VEN,VEN,263,Venezuela,State,drought_spei_copernicus_1940-2024,1880431.22626023,8603640.051227055,27664836.067341983
MEX,MEX,162,Mexico,State,drought_spei_copernicus_1940-2024,27658839.022175778,38357786.313558616,128368040.53763866
COL,COL,57,Colombia,State,drought_spei_copernicus_1940-2024,2157711.464504052,12958959.674919562,51949475.131343424
GLP,GLP,100,Guadeloupe,Territory,drought_spei_copernicus_1940-2024,0.0,72791.87251138859,350933.65605338576
GUF,GUF,86,French Guiana,Territory,drought_spei_copernicus_1940-2024,421.48023252002895,112969.34376249716,297852.5824985747
MNP,MNP,185,Northern Mariana Is. (USA),Territory,drought_spei_copernicus_1940-2024,1122.2074695078832,10742.276221431475,37389.86363254687
CUW,CUW,1005,Curaçao,Territory,drought_spei_copernicus_1940-2024,0.0,34133.04303215611,182550.8522926296
WLF,WLF,266,Wallis and Futuna,Territory,drought_spei_copernicus_1940-2024,0.0,2144.5617278896857,10476.772545349875
ABW,ABW,14,Aruba,Territory,drought_spei_copernicus_1940-2024,0.0,22565.102809422388,106796.36864184418
BLM,BLM,1004,Saint Barthélemy,Territory,drought_spei_copernicus_1940-2024,0.0,2620.9665965966,9825.938494119338
MAF,MAF,1007,Saint Martin,Territory,drought_spei_copernicus_1940-2024,0.0,6899.260874766525,25798.14998954825
NFK,NFK,184,Norfolk Island,Territory,drought_spei_copernicus_1940-2024,0.0,0.0,2173.755606898146
UMI,UMI,22,Baker Island,Territory,drought_spei_copernicus_1940-2024,0.0,0.0,0.0
COK,COK,60,Cook Islands,Territory,drought_spei_copernicus_1940-2024,0.0,2563.03157626566,9478.036177438604
PCN,PCN,197,Pitcairn,Non-Self Governing Territory,drought_spei_copernicus_1940-2024,0.0,0.0,20.203067046403888
NIU,NIU,183,Niue,Territory,drought_spei_copernicus_1940-2024,0.0,328.0997405834496,1796.2751894269204
SXM,SXM,1012,Sint Maarten,Territory,drought_spei_copernicus_1940-2024,0.0,8127.719311181047,40122.39086547108
PRI,PRI,200,Puerto Rico (USA),Territory,drought_spei_copernicus_1940-2024,17653.555433601607,497738.7024020238,3208540.8038102333
BES,BES,1001,Saba,Territory,drought_spei_copernicus_1940-2024,0.0,5772.744212892366,28099.537642882173
MTQ,MTQ,158,Martinique,Territory,drought_spei_copernicus_1940-2024,0.0,63501.08587563666,326238.74295307684
ATF,ATF,80,Europa Island,Territory,drought_spei_copernicus_1940-2024,0.0,0.0,0.0
FLK,FLK,81,Falkland Islands (Malvinas),Non-Self Governing Territory,drought_spei_copernicus_1940-2024,0.3748703157973211,208.06830858066655,1805.9056556603384
SGS,SGS,228,South Georgia and the South Sandwich Islands,Territory,drought_spei_copernicus_1940-2024,0.0,0.0,0.0
ATA,ATA,10,Antarctica,Antarctica,drought_spei_copernicus_1940-2024,0.0,0.0,0.0
BVT,BVT,36,Bouvet Island,Territory,drought_spei_copernicus_1940-2024,0.0,0.0,0.0
BOL,BOL,33,Bolivia (Plurinational State of),State,drought_spei_copernicus_1940-2024,1903718.293630501,4403179.140113367,12331845.087163238
URY,URY,260,Uruguay,State,drought_spei_copernicus_1940-2024,648941.3122031504,769020.3554632481,3336010.775392921
PRY,PRY,194,Paraguay,State,drought_spei_copernicus_1940-2024,2265867.913593482,2365287.6707580728,7026327.6150319325
HMD,HMD,109,Heard Island and McDonald Islands,Territory,drought_spei_copernicus_1940-2024,0.0,0.0,0.0
ARG,ARG,12,Argentina,State,drought_spei_copernicus_1940-2024,7058595.337264825,11966532.090404738,44999932.97008659
CHL,CHL,51,Chile,State,drought_spei_copernicus_1940-2024,3716551.0067238985,3980898.160239044,19131410.652221
